id,legal_name,doing_business_as_name,address,state,city,zip_code,ward,precinct,ward_precinct,police_district,latitude,longitude,location,location_precise,business_activity_array,business_activity_id_array,standardized_activities_array,osm_vicinity,osm_matched,osm_name,osm_activities,google_matched,name,google_address,website,phone_number,business_status
2543097-20210716,FAST WIRELESS LLC,BOOST MOBILE,3427 W LAWRENCE AVE 1,IL,CHICAGO,60625,33.0,27.0,33-27,17.0,41.968279551,-87.714523979,"(41.9682796, -87.714524)","(41.9682795512782, -87.71452397927283)","('Retail Sales of Cell Phones and Accessories',)","('922',)","('store',)",False,False,False,False,True,Boost Mobile,3427 W Lawrence Ave,https://www.boostmobile.com/locations/bd/boost-mobile-il-chicago-3427-west-lawrence-ave-60625/?utm_source=google&utm_medium=lastmile&utm_campaign=0018000000kvFkpAAE,+1 773-539-5310,OPERATIONAL
2373494-20221016,EDMUNDO ZANJUAMPA,A. R. APPLIANCES,3733 W GRAND AVE 1ST,IL,CHICAGO,60651,27.0,4.0,27-4,25.0,41.903924991,-87.721098408,"(41.903925, -87.7210984)","(41.90392499096956, -87.72109840808412)","('Retail Sales of General Merchandise',)","('904',)","('store',)",False,False,False,False,True,A & R Appliances,3733 W Grand Ave,,+1 773-680-3116,OPERATIONAL
2048920-20220816,"UPTOWN SHOP & SAVE INC.,","UPTOWN SHOP & SAVE INC.,",4605 N SHERIDAN RD 1 1,IL,CHICAGO,60640,46.0,22.0,46-22,19.0,41.965583516,-87.654643433,"(41.9655835, -87.6546434)","(41.96558351576985, -87.65464343280085)","('Retail Sales of Perishable Foods', 'Retail Sale of Tobacco')","('763, 77',)","('food', 'tobacco')",5427824242,True,Uptown Shop and Save,['greengrocer'],True,Uptown Shop & Save,4605 N Sheridan Rd,https://themenustar1.com/webspace/menus.php?code=cafeatuptownshopandsave.com,+1 773-303-2020,OPERATIONAL
2575191-20210616,"ABM INDUSTRY GROUPS, LLC",ABM Parking Services,1255 S MICHIGAN AVE 1-7,IL,CHICAGO,60605,3.0,60.0,3-60,1.0,41.865975279,-87.623970638,"(41.8659753, -87.6239706)","(41.86597527884093, -87.62397063845134)","('Provide Parking Spaces For a Fee - to Residents, Tenants, Users, Employees and/or Guests Not Available or Advertised to the Public',)","('726',)","('parking',)",False,False,False,False,True,1255 S. Michigan Ave Parking (SKY55) - ParkABM,1255 S Michigan Ave,https://parkabm.com/facilities/parking-for-sky55/,+1 312-583-0325,OPERATIONAL
2856981-20220705,ANGEL'S SHOP LLC,ANGEL'S SHOP LLC,5752 W IRVING PARK RD,IL,CHICAGO,60634,38.0,40.0,38-40,16.0,41.953237918,-87.771599311,"(41.9532379, -87.7715993)","(41.95323791790109, -87.77159931119218)","('Hair Services', 'Retail Sales of General Merchandise and Non-Perishable Food', 'Nail Services')","('895, 894, 76',)","('hair_care', 'store', 'nail_care')",False,False,False,False,True,Angel’s Shop,5752 W Irving Park Rd,,+1 773-961-6220,OPERATIONAL
2579163-20220216,ZS DEV CORP.,ZS DEV CORP.,3151 N HALSTED ST GROUND,IL,CHICAGO,60657,44.0,,44-,,41.939316734,-87.649098389,"(41.9393167, -87.6490984)","(41.93931673376205, -87.64909838866124)","('Administrative Commercial Office',)","('602',)","('administrative_office',)",False,False,False,False,True,ZSD Corp,3151 N Halsted St,http://zsdcorp.com/,,OPERATIONAL
2791295-20210524,SP Collective LLC,Open House Studio,2536-2538 E 83RD ST,IL,CHICAGO,60617,7.0,,7-,,41.744621258,-87.5622506,"(41.7446213, -87.5622506)","(41.74462125818943, -87.56225059982829)","('Training in The Arts of Combat and Self-Defense, Music, Art, Gymnastics, Dance for Children Under 18 Years of Age Less Than 40% Children', 'Training in The Arts of Combat and Self-Defense, Music, Art, Gymnastics, Dance for Adults', 'Retail Sales of General Merchandise and Non-Perishable Food', 'Fitness Training On and Off Premise')","('848, 661, 928, 76',)","('sports', 'sports', 'store', 'gym')",False,False,False,False,False,,,,,
37506-20220616,ROLLING IN THE DOUGH II INC,DOMINO'S PIZZA,1453 E HYDE PARK BLVD 1ST,IL,CHICAGO,60615,4.0,47.0,4-47,2.0,41.802338143,-87.589675733,"(41.8023381, -87.5896757)","(41.80233814333551, -87.58967573279067)","('Retail Sales of Perishable Foods',)","('775',)","('food',)",False,False,False,False,True,Domino's Pizza,1453 E Hyde Park Blvd,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,+1 773-324-3800,OPERATIONAL
2840967-20220503,"BURNHAM NATIONWIDE, INC.",OLIVIA MARIE SMALLWOOD,111 W WASHINGTON ST  450,IL,CHICAGO,60602,42.0,9.0,42-9,1.0,41.883100962,-87.631263221,"(41.883101, -87.6312632)","(41.88310096249641, -87.63126322078455)","('Employee of Expediter Service',)","('654',)","('expediter_services',)",False,False,False,False,False,,,,,
2500661-20201216,"JAWS WHOLESALE DISTRIBUTORS, LLC","JAWS WHOLESALE DISTRIBUTORS, LLC",2150 W 43RD ST 1 A,IL,CHICAGO,60609,12.0,19.0,12-19,9.0,41.81586296,-87.678599714,"(41.815863, -87.6785997)","(41.81586296013565, -87.67859971435043)","('Miscellaneous Wholesale', 'Self Storage Facility')","('925, 90',)","('wholesale', 'storage_facility')",False,False,False,False,True,"Jaws Wholesale Distributors, LLC",2150 W 43rd St,https://jawswholesale.com/,+1 847-962-7259,OPERATIONAL
2501231-20201116,UYFP INC.,FRUVE EXPRESS JUICERY,1108 W MADISON ST,IL,CHICAGO,60607,25.0,7.0,25-7,12.0,41.881770405,-87.654829842,"(41.8817704, -87.6548298)","(41.881770404922875, -87.6548298415785)","('Sale of Food Prepared Onsite With Dining Area',)","('781',)","('restaurant',)",False,False,False,False,True,FruVé xPress Juicery,1108 W Madison St,http://www.fruvexpressjuicery.com/,,CLOSED_PERMANENTLY
2830628-20220131,The SNR Collection LLC,The SNR Collection LLC,4101 W NORTH AVE,IL,CHICAGO,60639,26.0,,26-,,41.909739286,-87.729021581,"(41.9097393, -87.7290216)","(41.90973928593348, -87.72902158138615)","('Retail Sales of General Merchandise', 'Retail Sales of Clothing / Accessories / Shoes')","('904, 91',)","('store', 'clothing_store')",False,False,False,False,True,The SNR Collection,4101 W North Ave,,,OPERATIONAL
2845397-20220427,"P. J. WELLS, INC.",O'BRIEN'S RIVERWALK CAFE,45 E RIVERWALK,IL,CHICAGO,60601,42.0,42.0,42-42,1.0,41.887436519,-87.626344413,"(41.8874365, -87.6263444)","(41.887436518969736, -87.62634441347357)","('1 Yr Multiple Events - Special Event Food',)","('948',)","('',)",5754229839,True,O'Brien's,['restaurant'],True,O’Briens Riverwalk Café,45 E Riverwalk S,https://www.facebook.com/OBriensRiverwalkCafe/,+1 312-346-3131,OPERATIONAL
1354599-20221016,"ESA GAS, INC.",MARATHON GAS,3000 W 63RD ST,IL,CHICAGO,60629,16.0,32.0,16-32,8.0,41.779152451,-87.698330615,"(41.7791525, -87.6983306)","(41.7791524505009, -87.69833061516842)","('Retail Sales of Perishable Foods', 'Retail Sale of Tobacco', 'Operation of a Fuel Filling Station')","('666, 763, 77',)","('food', 'tobacco', 'gas_station')",False,False,False,False,True,Marathon Gas,3000 W 63rd St,https://www.marathonbrand.com/Stations/Station_Locator/,+1 866-462-7284,OPERATIONAL
2271299-20210716,PARIBUS LLC,ktMINE,940 W ADAMS ST 1ST 100,IL,CHICAGO,60607,25.0,,25-,,41.879259703,-87.651247826,"(41.8792597, -87.6512478)","(41.87925970301169, -87.65124782622316)","('Miscellaneous Commercial Services',)","('708',)","('miscellaneous_commercial',)",False,False,False,False,True,ktMINE,940 W Adams St,http://www.ktmine.com/,+1 312-253-0926,OPERATIONAL
1144401-20220316,"JEWEL FOOD STORES, INC.",JEWEL FOOD STORE #3224,6430 W IRVING PARK RD,IL,CHICAGO,60634,38.0,26.0,38-26,16.0,41.953010233,-87.787707163,"(41.9530102, -87.7877072)","(41.953010233234615, -87.78770716259851)","('Retail Sales of Perishable Foods',)","('775',)","('food',)",False,False,False,False,True,Jewel-Osco,6430 W Irving Park Rd,https://local.jewelosco.com/il/chicago/6430-w-irving-park-rd.html,+1 773-725-8900,OPERATIONAL
2059465-20220116,RAMPTECH INC.,RAMPTECH INC.,6235 S OAK PARK AVE,IL,CHICAGO,60638,23.0,22.0,23-22,8.0,41.778312272,-87.790879923,"(41.7783123, -87.7908799)","(41.778312271705225, -87.79087992328779)","('Miscellaneous Manufacturing',)","('929',)","('manufacturing',)",False,False,False,False,True,Ramptech,6235 S Oak Park Ave,,+1 708-594-2179,OPERATIONAL
1273135-20210716,"DONGKY RESTAURANT, INC",DONG KY RESTAURANT & BAKERY,4877 N BROADWAY,IL,CHICAGO,60640,46.0,40.0,46-40,20.0,41.971125521,-87.659579905,"(41.9711255, -87.6595799)","(41.97112552121299, -87.65957990461612)","('Retail Sales of Perishable Foods',)","('775',)","('food',)",False,False,False,False,True,Dong Ky Vietnamese restaurant,4877 N Broadway,,+1 773-989-5579,OPERATIONAL
2647880-20210316,EDGAR WALLACE CORP,EDGAR WALLACE,3636 W GRENSHAW ST,IL,CHICAGO,60624,24.0,5.0,24-5,11.0,41.867291762,-87.716896419,"(41.8672918, -87.7168964)","(41.86729176160602, -87.71689641938667)","('Residential Real Estate Developer Home Based Business',)","('757',)","('',)",False,False,False,False,False,,,,,
2817664-20220223,The Brothers Restaurant Inc,Tony's Chinese Food,3312 W 63RD ST,IL,CHICAGO,60629,23.0,,23-,,41.779034311,-87.706136176,"(41.7790343, -87.7061362)","(41.77903431110442, -87.70613617598907)","('Preparation of Food and Dining on Premise With Seating',)","('735',)","('restaurant',)",False,False,False,False,True,Tony's Chinese Food,3312 W 63rd St,https://tonyschinesefood.com/,+1 773-912-6284,OPERATIONAL
2641856-20201216,SYLVESTER ADAMS,BK RECORDS & ENTERTAINMENT,2452 E 79TH ST 1ST,IL,CHICAGO,60649,7.0,16.0,7-16,4.0,41.751869804,-87.564121597,"(41.7518698, -87.5641216)","(41.75186980417977, -87.5641215973979)","('Retail Sales of General Merchandise',)","('904',)","('store',)",False,False,False,False,False,,,,,
2830917-20220126,"WIRELESS VISION METRO, LLC",METRO BY T-MOBILE,4300 W FULLERTON AVE,IL,CHICAGO,60639,31.0,,31-,,41.924505271,-87.734181665,"(41.9245053, -87.7341817)","(41.924505271216894, -87.73418166518279)","('Retail Sales of Cell Phones and Accessories',)","('922',)","('store',)",False,False,False,False,False,,,,,
2698349-20211116,ASHOR SHAMSHUN YOUNAN,ARONSONS FOR BEAUTY,2921 W DEVON AVE 1ST FL,IL,CHICAGO,60659,50.0,26.0,50-26,24.0,41.997391787,-87.70297733,"(41.9973918, -87.7029773)","(41.99739178655053, -87.70297732980664)","('Hair Services',)","('894',)","('hair_care',)",False,False,False,False,True,Aronsons For Beauty,2913 W Devon Ave,http://aronsons-for-beauty.poi.place/,+1 773-262-7753,OPERATIONAL
1597276-20210616,FRANKLIN WILLIAMS,FRANKLINS BEAUTY SALON,3707 W CHICAGO AVE,IL,CHICAGO,60651,27.0,34.0,27-34,11.0,41.895323865,-87.719088003,"(41.8953239, -87.719088)","(41.895323865278975, -87.71908800283158)","('Hair Services',)","('894',)","('hair_care',)",False,False,False,False,True,Franklin's Beauty Salon,3707 W Chicago Ave,,+1 773-533-0766,OPERATIONAL
2263373-20210616,MANICS CORPORATION,INSTITUTE OF SKIN & BODY,6007 N SAUGANASH AVE 1ST,IL,CHICAGO,60646,39.0,26.0,39-26,17.0,41.990298275,-87.733071304,"(41.9902983, -87.7330713)","(41.990298275266554, -87.73307130350395)","('Skincare Services', 'Retail Sales of General Merchandise')","('896, 90',)","('beauty_salon', 'store')",False,False,False,False,True,Institute of Skin and Body,6007 N Sauganash Ave,http://www.instituteofskinandbody.com/,+1 773-332-3103,OPERATIONAL
2796991-20210628,Flournoyd Brown,NOYDDUVAL,5504 S MICHIGAN AVE 3 311,IL,CHICAGO,60637,20.0,,20-,,41.794189876,-87.622600564,"(41.7941899, -87.6226006)","(41.79418987604286, -87.62260056397874)","('Combination - Street Performer and Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers', 'Street Performer, Moving Along the Public Way')","('968, 81',)","('art', 'art')",False,False,False,False,False,,,,,
21034-20210516,159 LIMITED PARTNERSHIP,WILDFIRE,159 W ERIE ST,IL,CHICAGO,60610,42.0,46.0,42-46,18.0,41.893888753,-87.633526637,"(41.8938888, -87.6335266)","(41.89388875332027, -87.63352663681991)","('Retail Sales of Perishable Foods', 'Consumption of Liquor on Premises')","('638, 77',)","('food', 'bar')",6316916580,True,Wildfire,['restaurant'],True,Wildfire,159 W Erie St,http://www.wildfirerestaurant.com/chicago,+1 312-787-9000,OPERATIONAL
2827406-20220706,"HOUSE OF KIDDS DEVELOPMENT CENTER INC.,","HOUSE OF KIDDS DEVELOPMENT CENTER INC.,",8233-8237 S PULASKI RD,IL,CHICAGO,60652,18.0,11.0,18-11,8.0,41.742993032,-87.721558213,"(41.742993, -87.7215582)","(41.74299303153854, -87.72155821260196)","('Supervision of, and Care for, Children 0-6 Years of Age, During the Day between 6am-9pm With Before and After School Programs',)","('821',)","('',)",False,False,False,False,False,,,,,
2835810-20220712,SM HUDA INC.,SMOKE SHACK,7020 N CLARK ST 1ST,IL,CHICAGO,60626,49.0,3.0,49-3,24.0,42.009637742,-87.674260418,"(42.0096377, -87.6742604)","(42.0096377415171, -87.67426041752637)","('Retail Sales of General Merchandise and Non-Perishable Food', 'Retail Sales of Tobacco Accessories', 'Retail Sales of Tobacco and Flavored Tobacco Products')","('936, 937, 76',)","('store', 'tobacco', 'tobacco')",False,False,False,False,False,,,,,
1990870-20210816,VIRGINIA SADIE REVELS,NEW DELTA RESTAURANT,3205 N CICERO AVE 1 1,IL,CHICAGO,60641,30.0,39.0,30-39,17.0,41.938989271,-87.746727472,"(41.9389893, -87.7467275)","(41.938989271127134, -87.74672747183273)","('Retail Sales of Perishable Foods',)","('775',)","('food',)",False,False,False,False,True,New Delta Restaurant,3205 N Cicero Ave,https://www.newdeltarestaurant.com/,+1 773-664-6385,OPERATIONAL
2652937-20210316,SKOOG PRODUCTIONS LLC,SKOOG PRODUCTIONS LLC,980 N MICHIGAN AVE 16 1640,IL,CHICAGO,60611,42.0,23.0,42-23,18.0,41.900801649,-87.624272468,"(41.9008016, -87.6242725)","(41.90080164945196, -87.6242724679302)","('Administrative Commercial Office',)","('602',)","('administrative_office',)",False,False,False,False,True,SKOOG Productions LLC,980 N Michigan Ave,http://skoogco.com/,+1 312-635-8220,OPERATIONAL
2698967-20211116,"AIR TEC SERVICE CENTER 2, INC.",AIR TEC SERVICE CENTER 2,180 N WABASH AVE 1ST 176,IL,CHICAGO,60601,42.0,10.0,42-10,1.0,41.885353704,-87.626413285,"(41.8853537, -87.6264133)","(41.885353703982936, -87.62641328540737)","('Retail Sales of New Electronics and Accessories', 'Electronic Equipment Repair', 'Retail Sales of Cell Phones and Accessories')","('922, 652, 77',)","('electronics_store', 'electrician', 'store')",False,False,False,False,False,,,,,
2757367-20210316,COURSEPOINTE LLC,Zen Courses,4931 W MONTANA ST,IL,CHICAGO,60639,31.0,,31-,,41.925031436,-87.750067971,"(41.9250314, -87.750068)","(41.92503143552265, -87.75006797077032)","('Marketing / Advertising / Public Relations Home Based Business', 'Online Sales Home Based Business', 'Educational Consulting / Language Consultant Home Based Business')","('1062, 722, 70',)","('',)",False,False,False,False,False,,,,,
2813149-20211015,"Okidoki, LLC",Okidoki,939 W LAKE ST,IL,CHICAGO,60607,27.0,,27-,,41.885490588,-87.651271312,"(41.8854906, -87.6512713)","(41.88549058785634, -87.65127131225745)","('Sale of Goods From a Motor Vehicle With another Power Source Mobile Merchant',)","('1053',)","('',)",False,False,False,False,False,,,,,
2641726-20210516,"WASABI RAMEN, LLC",WASABI / NOMONOMO-JAPANESE PUB + GRILL,2101-2115 N MILWAUKEE AVE 1,IL,CHICAGO,60647,1.0,43.0,1-43,14.0,41.919521614,-87.691587162,"(41.9195216, -87.6915872)","(41.91952161427481, -87.6915871617949)","('Consumption of Liquor on Premises', 'Sale of Food Prepared Onsite With Dining Area')","('781, 63',)","('bar', 'restaurant')",3563902071,True,Wasabi,['restaurant'],True,Nomonomo-Japanese Pub + Grill,2115 N Milwaukee Ave,,+1 773-697-4286,CLOSED_TEMPORARILY
2374096-20210716,MAKOLA AFRICAN SUPERMARKET INC.,MAKOLA  AFRICAN SUPERMART,1017-1019 W WILSON AVE,IL,CHICAGO,60640,46.0,38.0,46-38,19.0,41.965313645,-87.655528654,"(41.9653136, -87.6555287)","(41.96531364501071, -87.65552865411841)","('Retail Sales of Perishable Foods', 'Retail Sales of General Merchandise and Non-Perishable Food')","('775, 76',)","('food', 'store')",False,False,False,False,True,Makola African Supermarket,1019 W Wilson Ave,,+1 773-654-1971,OPERATIONAL
2368605-20210516,4 STAR 20 NORTH LLC,REMINGTON'S,20 N MICHIGAN AVE,IL,CHICAGO,60602,42.0,33.0,42-33,1.0,41.882540202,-87.624530945,"(41.8825402, -87.6245309)","(41.88254020245772, -87.62453094472777)","('Consumption of Liquor on Premises', 'Preparation of Food and Dining on Premise With Seating')","('638, 73',)","('bar', 'restaurant')",4856409372,True,Remington’s,['restaurant'],True,Remington's,20 N Michigan Ave,http://www.remingtonschicago.com/,+1 312-782-6000,OPERATIONAL
2214877-20220116,CLASSIC CARS BODY SHOP & REPAIR INC.,"Classic Cars, Inc.",4711 S WESTERN BLVD,IL,CHICAGO,60609,15.0,17.0,15-17,9.0,41.808031708,-87.683714388,"(41.8080317, -87.6837144)","(41.80803170811595, -87.68371438848591)","('Motor Vehicle Repair - Engine and Body Work',)","('711',)","('car_repair',)",False,False,False,False,True,Classic Cars Body Shop & Auto,4711 S Western Blvd,,+1 773-843-0700,OPERATIONAL
2704522-20220722,CAROLE ROBERTSON CENTER FOR LEARNING,CAROLE ROBERTSON CENTER FOR LEARNING,1111 S WESTERN AVE 1,IL,CHICAGO,60612,28.0,19.0,28-19,12.0,41.868047934,-87.685928061,"(41.8680479, -87.6859281)","(41.8680479343177, -87.68592806081733)","('Administrative Commercial Office',)","('602',)","('administrative_office',)",False,False,False,False,True,Carole Robertson Center for Learning,1111 S Western Ave,http://www.carolerobertsoncenter.org/,+1 312-243-7300,OPERATIONAL
1645224-20220116,KAROLINKA INC.,KAROLINKA CLUB,6102 S CENTRAL AVE,IL,CHICAGO,60638,13.0,49.0,13-49,8.0,41.781569703,-87.762013199,"(41.7815697, -87.7620132)","(41.78156970293239, -87.76201319891189)","('Tavern - Consumption of Liquor on Premise', 'Retail Sales of Perishable Foods')","('829, 77',)","('bar', 'food')",6319211714,True,Karolinka Club,['cafe'],True,Karolinka Club,6102 S Central Ave,http://www.karolinkaclub.com/,+1 773-735-0818,OPERATIONAL
2125103-20211116,"SUPER SHARKS 2, INC.",SUPER SHARKS FISH & CHICKEN,8306 S SOUTH CHICAGO AVE GROUND,IL,CHICAGO,60617,8.0,25.0,8-25,4.0,41.744088659,-87.575490958,"(41.7440887, -87.575491)","(41.74408865892653, -87.57549095771091)","('Retail Sales of Perishable Foods',)","('775',)","('food',)",False,False,False,False,True,Super Sharks II,8306 S South Chicago Ave,,+1 773-734-9000,OPERATIONAL
2270485-20211016,THE SALVATION ARMY,THE SALVATION ARMY,2270 N CLYBOURN AVE 1ST,IL,CHICAGO,60614,2.0,37.0,2-37,18.0,41.923077526,-87.666649304,"(41.9230775, -87.6666493)","(41.923077525581895, -87.66664930424683)","('Retail Sales of General Merchandise and Non-Perishable Food',)","('767',)","('store',)",False,False,False,False,True,The Salvation Army Family Store & Donation Center,2270 N Clybourn Ave,https://satruck.org/,+1 800-728-7825,OPERATIONAL
2856679-20220901,BRAZILIAN RESTAURANT GROUP INC.,BRAZILIANBOWLS,3204 N BROADWAY   1,IL,CHICAGO,60657,44.0,,44-,,41.940219522,-87.644552197,"(41.9402195, -87.6445522)","(41.940219521866084, -87.64455219683036)","('Sale of Food Prepared Onsite With Dining Area',)","('781',)","('restaurant',)",6269048738,True,Brazilian Bowl,['restaurant'],True,Brazilian Bowl Grill,3204 N Broadway,http://brazilianbowl.com/,+1 773-857-2002,OPERATIONAL
2207001-20220916,DEBORAH A. KLONK,CORN FED ADVERTSING,165 N CANAL ST  705,IL,CHICAGO,60606,42.0,21.0,42-21,1.0,41.885084438,-87.639667164,"(41.8850844, -87.6396672)","(41.885084437587125, -87.63966716407688)","('Other Home Based Businesses',)","('724',)","('',)",False,False,False,False,False,,,,,
2771524-20210211,"SOUTHPORT EYE ASSOCIATES, LTD.",Customeyes,2650 N MILWAUKEE AVE,IL,CHICAGO,60647,35.0,,35-,,41.929892048,-87.708986333,"(41.929892, -87.7089863)","(41.929892048244284, -87.70898633258227)","('Retail Sales of General Merchandise and Non-Perishable Food',)","('767',)","('store',)",False,False,False,False,True,CustomEyes (Logan Square / Formerly Contacts and Specs),2650 N Milwaukee Ave,https://customeyes2020.com/,+1 773-697-9735,OPERATIONAL
2689852-20210916,JAMILYA'S LASHES LLC,JAMILYA'S LASHES,2934 N CLARK ST,IL,CHICAGO,60657,44.0,6.0,44-6,19.0,41.935707422,-87.647413496,"(41.9357074, -87.6474135)","(41.93570742243885, -87.647413496207)","('Retail Sales of General Merchandise', 'Provide Waxing Services', 'Miscellaneous Personal Services')","('904, 956, 70',)","('store', 'beauty_salon', 'personal_services')",False,False,False,False,True,Jamilya's Lashes,2934 N Clark St,https://lasheschicago.com/,+1 872-301-0466,OPERATIONAL
2791287-20210608,"RED CLAY DANCE COMPANY, INC.",RED CLAY DANCE COMPANY,808-812 E 63RD ST,IL,CHICAGO,60637,20.0,16.0,20-16,3.0,41.780526755,-87.605538784,"(41.7805268, -87.6055388)","(41.78052675502302, -87.60553878444556)","('Instruction in Dance for Both Children and Adults Less Than 40% Children',)","('953',)","('instructions',)",False,False,False,False,True,Red Clay Dance Company,808 E 63rd St,https://www.redclaydance.com/,+1 773-624-8411,OPERATIONAL
